Reference_1;-0.3627976;-1.760232;8.480002
Reference_1;-0.5742872;-1.939484;8.480002
Reference_1;-0.6061265;-1.939075;8.480002
Reference_1;-0.4719455;-2.040232;8.480002
Reference_1;-0.2487506;-2.060623;8.480002
Reference_1;-0.1085732;-2.225095;8.480002
Reference_1;-0.03640131;-2.225929;8.480002
Reference_1;-0.03444165;-2.233842;8.480002
Reference_1;-0.02133405;-2.197471;8.480002
Reference_1;-0.03925076;-2.303564;8.480002
Reference_1;-0.08729592;-2.277385;8.480002
Reference_1;-0.163518;-2.258245;8.480002
Reference_1;-0.1543181;-2.205263;8.480002
Reference_1;-0.1656299;-2.167499;8.480002
Reference_1;-0.1346792;-2.118245;8.480002
Reference_1;-0.2055039;-2.046003;8.480002
Reference_1;-0.2321167;-1.963251;8.480002
Reference_1;-0.2642909;-2.06728;8.480002
Reference_1;-0.2208307;-2.148875;8.480002
Reference_1;-0.3493668;-2.149468;8.480002
Reference_1;-0.5673817;-2.212608;8.480002
Reference_1;-0.4259668;-2.112732;8.480002
Reference_1;-0.2465782;-2.064278;8.480002
Reference_1;-0.1971918;-2.108036;8.480002
Reference_1;-0.266434;-2.264343;8.480002
Reference_1;-0.09187283;-2.349348;8.480002
Reference_1;0.1990256;-2.420563;8.480002
Reference_1;0.4480427;-2.365667;8.480002
Reference_1;0.4377107;-2.278314;8.480002
Reference_1;0.2189283;-2.270909;8.480002
Reference_1;0.4235931;-3.527692;8.480002
Reference_1;0.7748632;-4.072198;8.480002
Reference_1;0.4479221;-2.953046;8.480002
Reference_1;0.2209605;-1.717432;8.480002
Reference_1;0.1060948;-1.576719;8.480002
Reference_1;0.001059718;-1.597548;8.480002
Reference_1;-0.1174694;-1.546385;8.480002
Reference_1;-0.1189853;-1.572608;8.480002
Reference_1;-0.1573366;-1.696607;8.480002
Reference_1;-0.01911181;-1.772397;8.480002
Reference_1;0.717503;-2.881281;8.480002
Reference_1;0.8225663;-2.849851;8.480002
Reference_1;1.174568;-3.32193;8.480002
Reference_1;-0.01137685;-1.856934;8.480002
Reference_1;-0.3077259;-1.48915;8.480002
Reference_1;-0.4617019;-1.671167;8.480002
Reference_1;-0.679042;-1.683324;8.480002
Reference_1;-0.8392644;-1.737071;8.480002
Reference_1;-0.6977678;-1.96611;8.480002
Reference_1;-0.1780309;-1.991632;8.480002
Reference_1;0.01451408;-1.95253;8.480002
Reference_1;-0.08355231;-1.766858;8.480002
Reference_1;-0.1134396;-1.887133;8.480002
Reference_1;0.02797489;-1.857604;8.480002
Reference_1;0.1821784;-1.681341;8.480002
Reference_1;0.1514118;-1.581045;8.480002
Reference_1;0.01165885;-1.474603;8.480002
Reference_1;-0.1061628;-1.465078;8.480002
Reference_1;0.07111903;-1.587658;8.480002
Reference_1;0.175798;-1.536362;8.480002
Reference_1;-0.0923484;-1.422489;8.480002
Reference_1;-0.7437096;-1.278628;8.480002
Reference_1;-0.8542913;-1.184149;8.480002
Reference_1;-0.7957588;-1.327301;8.480002
